30,60
29,60
32,65
30,62
31,60
27,90
27,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
27,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,90
26,94
26,94
26,94
26,94
26,94
26,94
26,94
26,94
26,94
26,94
26,94
26,94
26,94
26,94
26,94
26,94
26,94
26,94
26,94
26,94
26,94
26,94
26,94
26,94
26,94
